po_id,sku_id,supplier_id,po_date,is_weekend_po,quantity_ordered,total_value_inr,expected_delivery_date,actual_delivery_date,delivered_on_time,days_late,quantity_delivered,quality_status,payment_status
PO-000209,SKU-00445,SUP-0051,2023-07-09,1,1833,61384891.17,2023-07-19,2023-07-23,0,4,1748,Partially Rejected,Paid
PO-000210,SKU-00042,SUP-0055,2024-09-13,0,107,4701923.41,2024-10-04,2024-10-01,1,0,101,Accepted,Paid
PO-000211,SKU-00366,SUP-0187,2024-03-11,0,23,1706.92,2024-03-27,2024-03-26,1,0,22,Accepted,Pending
PO-000212,SKU-00022,SUP-0083,2024-08-05,0,913,3721273.54,2024-08-21,2024-08-19,1,0,850,Accepted,Paid
PO-000213,SKU-00035,SUP-0196,2023-04-10,0,476,148657.01,2023-04-26,2023-04-26,1,0,436,Accepted,Paid
PO-000214,SKU-00093,SUP-0113,2023-12-10,1,71,63005.4,2024-01-16,2024-01-27,0,11,69,Accepted,Paid
PO-000215,SKU-00157,SUP-0104,2024-10-06,1,1361,5617472.42,2024-10-13,2024-10-15,0,2,1345,Accepted,Paid
PO-000216,SKU-00126,SUP-0117,2024-01-27,1,3533,6502297.95,2024-02-12,2024-02-17,0,5,3529,Accepted,Overdue
PO-000217,SKU-00462,SUP-0185,2023-09-11,0,4716,16924164.66,2023-10-02,2023-09-30,1,0,4663,Accepted,Paid
PO-000218,SKU-00107,SUP-0026,2023-11-02,0,343,31021.45,2023-12-07,2023-12-08,0,1,323,Accepted,Pending
PO-000219,SKU-00146,SUP-0118,2024-08-27,0,69,404.12,2024-09-04,2024-09-05,0,1,66,Accepted,Paid
PO-000220,SKU-00246,SUP-0094,2023-07-28,0,108,795334.01,2023-08-17,2023-08-15,1,0,99,Accepted,Paid
PO-000221,SKU-00052,SUP-0050,2024-09-03,0,458,3116254.58,2024-10-17,2024-10-16,1,0,437,Accepted,Overdue
PO-000222,SKU-00128,SUP-0174,2024-09-13,0,189,15355.27,2024-10-12,2024-10-09,1,0,188,Accepted,Paid
PO-000223,SKU-00419,SUP-0041,2024-11-29,0,73,511511.19,2024-12-09,2024-12-08,1,0,71,Accepted,Pending
PO-000224,SKU-00110,SUP-0115,2024-01-17,0,2225,85530.91,2024-01-28,2024-01-27,1,0,2203,Accepted,Paid
PO-000225,SKU-00097,SUP-0172,2024-07-18,0,3595,21046501.63,2024-07-23,2024-07-22,1,0,3505,Accepted,Paid
PO-000226,SKU-00312,SUP-0107,2024-05-20,0,392,16386002.53,2024-06-01,2024-05-30,1,0,367,Accepted,Pending
PO-000227,SKU-00130,SUP-0102,2024-03-15,0,499,22069.9,2024-03-25,2024-03-25,1,0,465,Accepted,Paid
PO-000228,SKU-00325,SUP-0056,2024-09-24,0,19,86104.0,2024-10-18,2024-10-15,1,0,18,Accepted,Paid
PO-000229,SKU-00287,SUP-0023,2023-05-04,0,64,5479.06,2023-05-23,2023-05-24,0,1,59,Accepted,Paid
PO-000230,SKU-00382,SUP-0178,2024-12-18,0,2172,646440.83,2024-12-30,2024-12-29,1,0,2135,Accepted,Paid
PO-000231,SKU-00458,SUP-0197,2024-11-20,0,3352,1789057.75,2024-11-30,2024-12-01,0,1,3042,Accepted,Paid
PO-000232,SKU-00216,SUP-0092,2023-10-06,0,71,156571.98,2023-10-25,2023-10-22,1,0,68,Accepted,Paid
PO-000233,SKU-00089,SUP-0174,2023-10-08,1,55,1740152.39,2023-11-06,2023-11-12,0,6,51,Accepted,Paid
PO-000234,SKU-00145,SUP-0003,2024-12-13,0,16,368506.81,2025-01-10,2025-01-06,1,0,15,Accepted,Paid
PO-000235,SKU-00315,SUP-0103,2024-11-14,0,924,768885.48,2024-12-02,2024-12-01,1,0,912,Accepted,Overdue
PO-000236,SKU-00453,SUP-0053,2024-12-05,0,439,6816903.39,2025-01-06,2025-01-01,1,0,415,Accepted,Paid
PO-000237,SKU-00153,SUP-0122,2024-09-01,1,205,3123.88,2024-09-24,2024-09-28,0,4,201,Accepted,Pending
PO-000238,SKU-00493,SUP-0015,2024-12-30,0,208,111143.67,2025-01-25,2025-01-24,1,0,203,Accepted,Paid
PO-000239,SKU-00307,SUP-0022,2023-10-18,0,34,1086305.92,2023-11-12,2023-11-09,1,0,31,Accepted,Overdue
PO-000240,SKU-00312,SUP-0107,2024-04-16,0,420,17336483.06,2024-04-28,2024-04-26,1,0,386,Accepted,Pending
PO-000241,SKU-00333,SUP-0078,2023-04-16,1,31,908.43,2023-05-19,2023-05-28,0,9,30,Accepted,Paid
PO-000242,SKU-00175,SUP-0121,2024-03-18,0,119,38674.16,2024-03-25,2024-03-25,1,0,108,Accepted,Pending
PO-000243,SKU-00072,SUP-0151,2024-03-30,1,666,63011.8,2024-04-18,2024-04-22,0,4,632,Accepted,Paid
PO-000244,SKU-00410,SUP-0175,2023-03-15,0,11,3594.3,2023-04-04,2023-04-01,1,0,10,Fully Rejected,Overdue
PO-000245,SKU-00422,SUP-0199,2023-10-07,1,3388,106276.29,2023-10-16,2023-10-18,0,2,3092,Accepted,Pending
PO-000246,SKU-00118,SUP-0109,2023-10-21,1,196,2599595.1,2023-11-22,2023-11-30,0,8,189,Accepted,Paid
PO-000247,SKU-00118,SUP-0109,2023-12-10,1,159,2058389.67,2024-01-11,2024-01-16,0,5,150,Accepted,Paid
PO-000248,SKU-00008,SUP-0046,2023-08-01,0,2470,5277000.16,2023-08-10,2023-08-11,0,1,2263,Partially Rejected,Paid
PO-000249,SKU-00442,SUP-0020,2024-12-30,0,59,5420.12,2025-02-02,2025-01-30,1,0,55,Accepted,Paid
PO-000250,SKU-00054,SUP-0190,2023-06-13,0,2282,755519.78,2023-06-25,2023-06-25,1,0,2225,Accepted,Paid
PO-000251,SKU-00440,SUP-0197,2024-08-07,0,147,5416280.63,2024-08-17,2024-08-17,1,0,135,Accepted,Paid
PO-000252,SKU-00264,SUP-0103,2023-04-03,0,11,53839.08,2023-04-21,2023-04-19,1,0,10,Accepted,Overdue
PO-000253,SKU-00105,SUP-0036,2024-07-27,1,83,632554.3,2024-08-05,2024-08-07,0,2,81,Accepted,Paid
PO-000254,SKU-00060,SUP-0134,2024-01-19,0,44,29081.29,2024-02-23,2024-02-22,1,0,40,Accepted,Paid
PO-000255,SKU-00093,SUP-0113,2023-12-14,0,70,59405.0,2024-01-20,2024-01-24,0,4,68,Accepted,Overdue
PO-000256,SKU-00183,SUP-0098,2023-03-26,1,1912,5639096.85,2023-04-28,2023-05-07,0,9,1780,Accepted,Pending
PO-000257,SKU-00231,SUP-0098,2023-08-14,0,352,481828.35,2023-09-16,2023-09-14,1,0,325,Partially Rejected,Paid
PO-000258,SKU-00371,SUP-0063,2023-10-12,0,86,28622.12,2023-10-20,2023-10-19,1,0,83,Accepted,Paid
PO-000259,SKU-00490,SUP-0071,2023-01-11,0,2413,9931860.43,2023-01-18,2023-01-17,1,0,2228,Accepted,Pending
PO-000260,SKU-00296,SUP-0124,2024-05-18,1,2448,2400215.84,2024-05-30,2024-06-01,0,2,2358,Accepted,Paid
PO-000261,SKU-00198,SUP-0154,2023-03-26,1,154,6559.01,2023-04-04,2023-04-05,0,1,150,Accepted,Overdue
PO-000262,SKU-00338,SUP-0042,2024-11-12,0,168,137792.38,2024-11-28,2024-11-26,1,0,163,Accepted,Paid
PO-000263,SKU-00122,SUP-0173,2023-09-02,1,109,890286.76,2023-10-02,2023-10-07,0,5,98,Accepted,Paid
PO-000264,SKU-00407,SUP-0107,2024-06-14,0,1427,2015049.57,2024-06-26,2024-06-27,0,1,1358,Accepted,Paid
PO-000265,SKU-00426,SUP-0101,2024-09-12,0,381,23500.66,2024-09-27,2024-09-27,1,0,358,Partially Rejected,Pending
PO-000266,SKU-00488,SUP-0192,2024-06-19,0,118,217878.02,2024-07-17,2024-07-20,0,3,108,Accepted,Pending
PO-000267,SKU-00375,SUP-0084,2024-09-19,0,83,315974.56,2024-10-07,2024-10-09,0,2,79,Fully Rejected,Pending
PO-000268,SKU-00065,SUP-0192,2023-12-13,0,470,2227861.24,2024-01-10,2024-01-13,0,3,448,Accepted,Pending
PO-000269,SKU-00353,SUP-0141,2023-05-23,0,65,27024.78,2023-06-04,2023-06-03,1,0,62,Accepted,Paid
PO-000270,SKU-00321,SUP-0100,2023-02-02,0,1795,70630.92,2023-03-06,2023-03-04,1,0,1744,Accepted,Paid
PO-000271,SKU-00489,SUP-0197,2023-11-20,0,468,465536.62,2023-11-30,2023-11-30,1,0,450,Accepted,Paid
PO-000272,SKU-00103,SUP-0055,2024-11-03,1,139,109753.29,2024-11-24,2024-11-29,0,5,132,Accepted,Paid
PO-000273,SKU-00416,SUP-0114,2024-07-21,1,3626,21905628.62,2024-07-30,2024-08-01,0,2,3514,Accepted,Pending
PO-000274,SKU-00251,SUP-0153,2023-02-03,0,2273,6249712.37,2023-02-10,2023-02-10,1,0,2230,Accepted,Paid
PO-000275,SKU-00262,SUP-0110,2024-03-28,0,176,419483.59,2024-04-10,2024-04-09,1,0,172,Accepted,Paid
PO-000276,SKU-00154,SUP-0012,2024-06-26,0,127,378815.53,2024-07-12,2024-07-11,1,0,117,Accepted,Paid
PO-000277,SKU-00365,SUP-0155,2024-05-11,1,691,9129115.93,2024-05-19,2024-05-20,0,1,664,Accepted,Paid
PO-000278,SKU-00289,SUP-0030,2024-01-05,0,20,63937.21,2024-01-13,2024-01-13,1,0,18,Fully Rejected,Paid
PO-000279,SKU-00092,SUP-0079,2024-04-18,0,37,14731.36,2024-05-12,2024-05-12,1,0,35,Accepted,Paid
PO-000280,SKU-00434,SUP-0148,2024-10-07,0,524,298326.69,2024-10-19,2024-10-20,0,1,498,Accepted,Paid
PO-000281,SKU-00463,SUP-0059,2024-03-04,0,154,1139.25,2024-03-16,2024-03-18,0,2,144,Accepted,Paid
PO-000282,SKU-00497,SUP-0187,2023-12-07,0,316,2248436.74,2023-12-23,2023-12-21,1,0,286,Accepted,Paid
PO-000283,SKU-00180,SUP-0180,2024-12-31,0,172,9412.49,2025-01-31,2025-01-27,1,0,169,Accepted,Paid
PO-000284,SKU-00298,SUP-0011,2023-11-28,0,29,2692.01,2023-12-21,2023-12-21,1,0,26,Accepted,Paid
PO-000285,SKU-00358,SUP-0010,2024-02-17,1,64,13280.42,2024-03-03,2024-03-05,0,2,59,Accepted,Paid
PO-000286,SKU-00225,SUP-0030,2024-02-21,0,4430,411470.71,2024-02-29,2024-02-28,1,0,4311,Accepted,Paid
PO-000287,SKU-00449,SUP-0160,2024-02-24,1,91,415058.73,2024-03-09,2024-03-11,0,2,83,Accepted,Paid
PO-000288,SKU-00175,SUP-0121,2023-01-16,0,240,75279.24,2023-01-23,2023-01-23,1,0,236,Accepted,Paid
PO-000289,SKU-00350,SUP-0200,2023-04-27,0,943,346124.66,2023-05-18,2023-05-17,1,0,863,Accepted,Paid
PO-000290,SKU-00167,SUP-0068,2024-07-25,0,624,57385.94,2024-08-07,2024-08-05,1,0,621,Accepted,Paid
PO-000291,SKU-00024,SUP-0031,2023-06-14,0,486,16494.0,2023-07-01,2023-07-02,0,1,443,Accepted,Paid
PO-000292,SKU-00265,SUP-0190,2024-01-19,0,89,3955.79,2024-01-31,2024-01-31,1,0,81,Accepted,Paid
PO-000293,SKU-00126,SUP-0117,2023-09-16,1,1542,2942534.61,2023-10-02,2023-10-07,0,5,1489,Accepted,Pending
PO-000294,SKU-00068,SUP-0031,2023-07-03,0,711,23689.18,2023-07-20,2023-07-20,1,0,676,Accepted,Paid
PO-000295,SKU-00287,SUP-0023,2024-08-05,0,24,2111.7,2024-08-24,2024-08-24,1,0,23,Accepted,Pending
PO-000296,SKU-00498,SUP-0200,2024-04-24,0,987,11174094.75,2024-05-15,2024-05-14,1,0,920,Accepted,Paid
PO-000297,SKU-00456,SUP-0151,2024-02-11,1,4847,291280.22,2024-03-01,2024-03-05,0,4,4755,Accepted,Paid
PO-000298,SKU-00229,SUP-0044,2024-10-12,1,45,15378.53,2024-11-03,2024-11-07,0,4,43,Accepted,Pending
PO-000299,SKU-00417,SUP-0023,2023-02-01,0,79,14949.09,2023-02-20,2023-02-20,1,0,78,Partially Rejected,Paid
PO-000300,SKU-00253,SUP-0058,2023-08-04,0,114,500878.55,2023-09-08,2023-09-12,0,4,113,Accepted,Paid
PO-000301,SKU-00177,SUP-0169,2023-01-01,1,258,9860.79,2023-02-09,2023-02-17,0,8,254,Accepted,Paid
PO-000302,SKU-00491,SUP-0134,2024-09-04,0,44,716160.93,2024-10-09,2024-10-08,1,0,41,Accepted,Paid
PO-000303,SKU-00467,SUP-0108,2024-01-18,0,765,1918310.81,2024-01-23,2024-01-23,1,0,742,Accepted,Pending
PO-000304,SKU-00174,SUP-0109,2023-11-05,1,77,265509.63,2023-12-07,2023-12-12,0,5,70,Accepted,Paid
PO-000305,SKU-00030,SUP-0165,2024-01-20,1,659,1735811.96,2024-01-28,2024-01-30,0,2,604,Accepted,Pending
PO-000306,SKU-00451,SUP-0008,2023-04-27,0,156,4289613.8,2023-05-05,2023-05-05,1,0,155,Accepted,Paid
PO-000307,SKU-00412,SUP-0195,2023-09-10,1,107,523048.54,2023-09-25,2023-09-30,0,5,99,Partially Rejected,Paid
PO-000308,SKU-00453,SUP-0053,2024-07-22,0,175,2796592.55,2024-08-23,2024-08-20,1,0,160,Accepted,Pending
PO-000309,SKU-00397,SUP-0094,2023-08-13,1,2414,12868797.79,2023-09-02,2023-09-07,0,5,2339,Accepted,Paid
PO-000310,SKU-00073,SUP-0166,2023-08-03,0,242,21172.44,2023-08-17,2023-08-18,0,1,222,Accepted,Paid
PO-000311,SKU-00125,SUP-0048,2024-03-18,0,477,820794.61,2024-04-13,2024-04-13,1,0,434,Accepted,Pending
PO-000312,SKU-00227,SUP-0031,2023-01-11,0,239,899424.63,2023-01-28,2023-01-29,0,1,218,Accepted,Paid
PO-000313,SKU-00300,SUP-0170,2024-06-14,0,125,1926008.86,2024-06-28,2024-06-28,1,0,119,Accepted,Paid
PO-000314,SKU-00302,SUP-0125,2024-03-24,1,37,54981.41,2024-04-05,2024-04-08,0,3,35,Accepted,Paid
PO-000315,SKU-00022,SUP-0083,2024-09-08,1,715,2888106.97,2024-09-24,2024-09-27,0,3,703,Accepted,Paid
PO-000316,SKU-00414,SUP-0144,2024-02-10,1,991,60066.69,2024-03-05,2024-03-10,0,5,892,Accepted,Paid
PO-000317,SKU-00385,SUP-0060,2024-11-08,0,360,9177497.02,2024-11-23,2024-11-23,1,0,352,Accepted,Paid
PO-000318,SKU-00129,SUP-0003,2024-07-28,1,306,526530.72,2024-08-25,2024-09-02,0,8,303,Accepted,Overdue
PO-000319,SKU-00356,SUP-0144,2024-03-29,0,3312,5497859.51,2024-04-22,2024-04-23,0,1,3013,Accepted,Pending
PO-000320,SKU-00271,SUP-0037,2024-02-21,0,271,78260.4,2024-03-19,2024-03-17,1,0,270,Accepted,Pending
PO-000321,SKU-00025,SUP-0090,2024-11-18,0,2251,231202.52,2024-11-27,2024-11-27,1,0,2224,Accepted,Paid
PO-000322,SKU-00480,SUP-0111,2023-09-14,0,333,3295671.99,2023-09-30,2023-09-27,1,0,321,Accepted,Paid
PO-000323,SKU-00464,SUP-0147,2024-07-13,1,768,2379676.77,2024-08-03,2024-08-07,0,4,765,Accepted,Paid
PO-000324,SKU-00359,SUP-0041,2023-09-18,0,84,11647.66,2023-09-28,2023-09-28,1,0,78,Accepted,Paid
PO-000325,SKU-00436,SUP-0036,2024-11-03,1,1540,10251671.63,2024-11-12,2024-11-14,0,2,1470,Accepted,Paid
PO-000326,SKU-00380,SUP-0161,2024-12-23,0,1432,17099417.49,2025-02-04,2025-01-31,1,0,1414,Accepted,Pending
PO-000327,SKU-00438,SUP-0085,2023-11-12,1,21,1962.64,2023-11-26,2023-11-28,0,2,20,Accepted,Pending
PO-000328,SKU-00471,SUP-0182,2023-08-09,0,235,1673663.38,2023-08-20,2023-08-20,1,0,231,Accepted,Paid
PO-000329,SKU-00042,SUP-0055,2024-10-08,0,152,6809790.5,2024-10-29,2024-10-31,0,2,147,Accepted,Paid
PO-000330,SKU-00055,SUP-0032,2023-02-14,0,1977,8667950.84,2023-02-26,2023-02-27,0,1,1845,Accepted,Paid
PO-000331,SKU-00032,SUP-0021,2023-08-22,0,62,44082.6,2023-08-31,2023-08-30,1,0,57,Accepted,Paid
PO-000332,SKU-00088,SUP-0069,2024-03-18,0,220,315054.97,2024-03-23,2024-03-24,0,1,209,Accepted,Paid
PO-000333,SKU-00063,SUP-0055,2024-02-07,0,77,442767.04,2024-02-28,2024-02-25,1,0,76,Accepted,Overdue
PO-000334,SKU-00445,SUP-0051,2024-03-15,0,1521,47589768.84,2024-03-25,2024-03-24,1,0,1379,Accepted,Paid
PO-000335,SKU-00187,SUP-0140,2024-08-16,0,332,70986.76,2024-09-13,2024-09-12,1,0,319,Accepted,Paid
PO-000336,SKU-00025,SUP-0090,2024-02-25,1,422,45795.05,2024-03-05,2024-03-07,0,2,421,Accepted,Paid
PO-000337,SKU-00454,SUP-0160,2024-02-03,1,1215,2917167.1,2024-02-17,2024-02-21,0,4,1162,Accepted,Paid
PO-000338,SKU-00447,SUP-0027,2023-03-31,0,1860,23459382.83,2023-04-20,2023-04-20,1,0,1774,Accepted,Paid
PO-000339,SKU-00433,SUP-0127,2023-10-10,0,805,53024.99,2023-10-14,2023-10-14,1,0,786,Accepted,Paid
PO-000340,SKU-00445,SUP-0051,2023-02-28,0,271,8835383.49,2023-03-10,2023-03-11,0,1,254,Accepted,Paid
PO-000341,SKU-00202,SUP-0156,2023-04-08,1,43,40047.5,2023-04-28,2023-05-02,0,4,41,Fully Rejected,Paid
PO-000342,SKU-00279,SUP-0035,2023-04-16,1,4783,21730225.84,2023-05-14,2023-05-22,0,8,4355,Accepted,Paid
PO-000343,SKU-00421,SUP-0085,2024-03-09,1,3474,1306161.94,2024-03-23,2024-03-27,0,4,3459,Accepted,Paid
PO-000344,SKU-00048,SUP-0170,2024-09-20,0,639,750763.91,2024-10-04,2024-10-04,1,0,600,Accepted,Paid
PO-000345,SKU-00268,SUP-0142,2024-05-15,0,176,279392.51,2024-06-11,2024-06-10,1,0,167,Partially Rejected,Paid
PO-000346,SKU-00409,SUP-0156,2023-09-22,0,1750,238102.93,2023-10-12,2023-10-15,0,3,1725,Accepted,Paid
PO-000347,SKU-00053,SUP-0159,2024-04-02,0,85,2966238.38,2024-04-10,2024-04-10,1,0,81,Accepted,Paid
PO-000348,SKU-00069,SUP-0196,2023-05-22,0,219,4168418.19,2023-06-07,2023-06-05,1,0,198,Accepted,Paid
PO-000349,SKU-00300,SUP-0170,2023-10-25,0,125,1860786.8,2023-11-08,2023-11-07,1,0,123,Accepted,Pending
PO-000350,SKU-00007,SUP-0009,2023-06-16,0,602,57237.97,2023-07-11,2023-07-13,0,2,585,Accepted,Pending
PO-000351,SKU-00040,SUP-0019,2024-07-16,0,111,97298.04,2024-07-27,2024-07-27,1,0,109,Accepted,Paid
PO-000352,SKU-00405,SUP-0071,2024-11-14,0,12,163.47,2024-11-21,2024-11-22,0,1,11,Accepted,Overdue
PO-000353,SKU-00264,SUP-0103,2024-08-26,0,46,215220.44,2024-09-13,2024-09-11,1,0,42,Accepted,Paid
PO-000354,SKU-00144,SUP-0061,2024-06-25,0,1577,4645867.67,2024-08-01,2024-07-28,1,0,1421,Accepted,Pending
PO-000355,SKU-00126,SUP-0117,2023-11-09,0,3246,5942536.51,2023-11-25,2023-11-27,0,2,3018,Accepted,Paid
PO-000356,SKU-00490,SUP-0071,2024-03-02,1,3642,15331847.09,2024-03-09,2024-03-11,0,2,3533,Accepted,Paid
PO-000357,SKU-00174,SUP-0109,2024-04-07,1,41,139226.4,2024-05-09,2024-05-18,0,9,38,Accepted,Paid
PO-000358,SKU-00481,SUP-0115,2024-04-27,1,1869,265248.68,2024-05-08,2024-05-11,0,3,1694,Accepted,Paid
PO-000359,SKU-00298,SUP-0011,2023-10-11,0,67,6283.7,2023-11-03,2023-11-01,1,0,65,Accepted,Paid
PO-000360,SKU-00473,SUP-0045,2023-03-26,1,70,58800.85,2023-04-13,2023-04-18,0,5,67,Accepted,Paid
PO-000361,SKU-00457,SUP-0167,2024-01-02,0,431,882225.42,2024-01-26,2024-01-25,1,0,405,Partially Rejected,Paid
PO-000362,SKU-00382,SUP-0178,2023-06-24,1,2189,670909.72,2023-07-06,2023-07-08,0,2,2116,Accepted,Paid
PO-000363,SKU-00409,SUP-0156,2024-03-26,0,1013,137446.12,2024-04-15,2024-04-18,0,3,913,Accepted,Pending
PO-000364,SKU-00090,SUP-0136,2023-06-02,0,63,68.87,2023-06-11,2023-06-11,1,0,61,Accepted,Pending
PO-000365,SKU-00328,SUP-0104,2023-12-14,0,3007,7799094.49,2023-12-21,2023-12-21,1,0,2724,Accepted,Overdue
PO-000366,SKU-00143,SUP-0065,2024-10-03,0,454,366796.9,2024-10-19,2024-10-17,1,0,442,Fully Rejected,Pending
PO-000367,SKU-00354,SUP-0058,2023-06-12,0,751,23322550.3,2023-07-17,2023-07-13,1,0,739,Accepted,Paid
PO-000368,SKU-00368,SUP-0127,2024-07-11,0,407,510960.82,2024-07-15,2024-07-15,1,0,392,Accepted,Paid
PO-000369,SKU-00018,SUP-0106,2024-08-12,0,1400,81911.93,2024-08-30,2024-09-01,0,2,1268,Accepted,Paid
PO-000370,SKU-00391,SUP-0123,2023-07-18,0,1216,4069701.69,2023-07-28,2023-07-30,0,2,1169,Accepted,Paid
PO-000371,SKU-00257,SUP-0103,2024-04-06,1,73,6481.52,2024-04-24,2024-04-28,0,4,66,Accepted,Paid
PO-000372,SKU-00123,SUP-0106,2024-08-28,0,233,15707.65,2024-09-15,2024-09-17,0,2,220,Accepted,Paid
PO-000373,SKU-00205,SUP-0077,2023-11-10,0,202,145599.2,2023-11-28,2023-11-28,1,0,187,Accepted,Paid
PO-000374,SKU-00094,SUP-0144,2024-09-10,0,489,3795781.07,2024-10-04,2024-10-07,0,3,474,Accepted,Paid
PO-000375,SKU-00454,SUP-0160,2024-03-22,0,3144,7175702.55,2024-04-05,2024-04-07,0,2,2889,Accepted,Paid
PO-000376,SKU-00432,SUP-0062,2023-04-23,1,376,1012834.81,2023-05-08,2023-05-11,0,3,350,Accepted,Paid
PO-000377,SKU-00382,SUP-0178,2024-11-02,1,1958,619482.52,2024-11-14,2024-11-16,0,2,1768,Accepted,Overdue
PO-000378,SKU-00192,SUP-0079,2024-09-20,0,98,593157.69,2024-10-14,2024-10-15,0,1,97,Accepted,Paid
PO-000379,SKU-00356,SUP-0144,2023-01-04,0,4069,6705820.41,2023-01-28,2023-01-29,0,1,3919,Accepted,Paid
PO-000380,SKU-00368,SUP-0127,2024-03-21,0,210,248584.48,2024-03-25,2024-03-25,1,0,196,Accepted,Pending
PO-000381,SKU-00347,SUP-0168,2024-11-13,0,2413,61329747.28,2024-11-24,2024-11-22,1,0,2319,Accepted,Pending
PO-000382,SKU-00276,SUP-0097,2024-02-12,0,77,296.93,2024-03-24,2024-03-23,1,0,70,Accepted,Pending
PO-000383,SKU-00399,SUP-0197,2024-03-06,0,77,22571.73,2024-03-16,2024-03-15,1,0,71,Accepted,Pending
PO-000384,SKU-00241,SUP-0055,2023-04-13,0,2110,65300102.9,2023-05-04,2023-05-07,0,3,2100,Accepted,Paid
PO-000385,SKU-00094,SUP-0144,2024-05-30,0,361,3075961.42,2024-06-23,2024-06-22,1,0,356,Accepted,Paid
PO-000386,SKU-00091,SUP-0024,2024-02-26,0,187,23675.7,2024-03-28,2024-03-31,0,3,181,Accepted,Pending
PO-000387,SKU-00275,SUP-0067,2023-07-26,0,200,23726.31,2023-08-22,2023-08-21,1,0,185,Accepted,Paid
PO-000388,SKU-00346,SUP-0127,2023-07-10,0,30,272739.47,2023-07-14,2023-07-15,0,1,28,Accepted,Paid
PO-000389,SKU-00481,SUP-0115,2024-12-30,0,1663,233577.58,2025-01-10,2025-01-11,0,1,1525,Accepted,Paid
PO-000390,SKU-00277,SUP-0019,2023-01-02,0,623,1612655.06,2023-01-13,2023-01-11,1,0,598,Partially Rejected,Paid
PO-000391,SKU-00161,SUP-0117,2024-12-30,0,99,7480.87,2025-01-15,2025-01-13,1,0,98,Accepted,Paid
PO-000392,SKU-00223,SUP-0037,2023-12-05,0,235,1062373.23,2024-01-01,2024-01-04,0,3,218,Accepted,Paid
PO-000393,SKU-00072,SUP-0151,2023-08-24,0,1206,122842.67,2023-09-12,2023-09-12,1,0,1145,Accepted,Paid
PO-000394,SKU-00370,SUP-0074,2024-08-29,0,462,3521178.41,2024-09-25,2024-09-23,1,0,427,Accepted,Paid
PO-000395,SKU-00259,SUP-0088,2024-01-19,0,3048,2133120.28,2024-01-31,2024-02-02,0,2,2999,Accepted,Paid
PO-000396,SKU-00189,SUP-0081,2024-07-13,1,164,7749528.36,2024-08-09,2024-08-16,0,7,160,Accepted,Paid
PO-000397,SKU-00014,SUP-0168,2023-11-25,1,19,34279.74,2023-12-06,2023-12-09,0,3,18,Partially Rejected,Paid
PO-000398,SKU-00038,SUP-0002,2023-10-18,0,993,3931836.28,2023-10-28,2023-10-27,1,0,901,Accepted,Paid
PO-000399,SKU-00021,SUP-0102,2023-09-29,0,81,670409.41,2023-10-09,2023-10-07,1,0,78,Accepted,Overdue
PO-000400,SKU-00295,SUP-0013,2024-03-23,1,2165,3342221.9,2024-04-07,2024-04-10,0,3,2134,Accepted,Paid
PO-000401,SKU-00323,SUP-0065,2023-07-12,0,96,239780.35,2023-07-28,2023-07-27,1,0,91,Accepted,Paid
PO-000402,SKU-00162,SUP-0102,2024-09-13,0,2397,10573610.14,2024-09-23,2024-09-23,1,0,2243,Partially Rejected,Paid
PO-000403,SKU-00017,SUP-0122,2024-05-10,0,64,4606.44,2024-06-02,2024-06-03,0,1,58,Accepted,Paid
PO-000404,SKU-00223,SUP-0037,2024-09-10,0,242,1044340.81,2024-10-07,2024-10-10,0,3,225,Accepted,Paid
PO-000405,SKU-00176,SUP-0175,2023-12-27,0,493,2304380.64,2024-01-16,2024-01-18,0,2,447,Accepted,Paid
PO-000406,SKU-00112,SUP-0167,2024-05-24,0,382,1486101.73,2024-06-17,2024-06-20,0,3,362,Accepted,Paid
PO-000407,SKU-00155,SUP-0120,2024-03-07,0,449,3858771.48,2024-03-17,2024-03-18,0,1,448,Accepted,Overdue
PO-000408,SKU-00256,SUP-0181,2023-05-21,1,955,36278309.06,2023-05-26,2023-05-27,0,1,899,Partially Rejected,Paid
PO-000409,SKU-00014,SUP-0168,2024-04-08,0,65,127011.59,2024-04-19,2024-04-19,1,0,62,Accepted,Paid
PO-000410,SKU-00332,SUP-0158,2023-11-04,1,1904,1166854.75,2023-11-20,2023-11-23,0,3,1809,Accepted,Paid
PO-000411,SKU-00470,SUP-0004,2023-08-31,0,938,3431864.07,2023-09-20,2023-09-23,0,3,931,Accepted,Paid
PO-000412,SKU-00318,SUP-0130,2024-11-16,1,67,4523.1,2024-12-11,2024-12-18,0,7,60,Accepted,Pending
PO-000413,SKU-00430,SUP-0100,2024-10-05,1,1975,5091638.22,2024-11-06,2024-11-13,0,7,1889,Accepted,Paid
PO-000414,SKU-00139,SUP-0173,2023-01-11,0,236,1128189.91,2023-02-10,2023-02-11,0,1,224,Accepted,Paid
PO-000415,SKU-00337,SUP-0065,2024-05-24,0,107,57070.77,2024-06-09,2024-06-09,1,0,103,Accepted,Paid
PO-000416,SKU-00169,SUP-0195,2024-08-30,0,3847,1710593.99,2024-09-14,2024-09-16,0,2,3648,Accepted,Paid
PO-000417,SKU-00038,SUP-0002,2023-01-19,0,472,1814567.02,2023-01-29,2023-01-29,1,0,429,Accepted,Pending
PO-000418,SKU-00229,SUP-0044,2024-09-18,0,80,27844.34,2024-10-10,2024-10-11,0,1,74,Partially Rejected,Paid
